comment,violence_score,violence_type,reason,confidence,needs_review,raw_content,source_file,created_at,raw_response
两边怨气都有，不结婚不就得了，4000养养自己也差不多了,0.7,harassment,评论使用'不就得了'等带有贬低和否定意味的语言，带有轻微的侮辱和否定对方的个人选择，构成网络暴力。,0.9,False,两边怨气都有，不结婚不就得了，4000养养自己也差不多了,processed_comments_weibo_4000.csv,2010-08-15 00:06:51+08:00,
现在很多女人问题是三十几四十了，还把自己当小公举，还总以为走进婚姻就活该都是男人出钱出力和承担一切，她只负责享受和美，动不动就生孩子生孩子，八十亿人就你会生孩子,0.8,harassment,该评论使用贬义词‘小公举’，并带有对女性生育的负面评价和暗示，带有明显的侮辱和贬低意味，构成网络暴力。,0.9,False,现在很多女人问题是三十几四十了，还把自己当小公举，还总以为走进婚姻就活该都是男人出钱出力和承担一切，她只负责享受和美，动不动就生孩子生孩子，八十亿人就你会生孩子,processed_comments_weibo_4000.csv,2025-03-26 15:12:03+08:00,
丈夫是一种职业，要有职业道德,0.6,harassment,将‘丈夫’标签化，并暗示其职业行为有不当之处，带有贬低和侮辱意味，可能导致对他人的歧视或攻击。,0.9,False,丈夫是一种职业，要有职业道德[二哈],processed_comments_weibo_4000.csv,2010-12-18 13:16:18+08:00,
社会正在变，以前的分工是男人挣钱养家，女人照顾家庭。现在女人也能挣钱，所以男人相应的也要分担家庭里的家务等各种事情,0.6,harassment,虽然没有直接的威胁或侮辱，但评论隐含了对女性的期望和对男性角色的刻板印象，可能导致对女性的轻蔑和贬低，属于一种潜在的骚扰和不尊重。,0.9,False,社会正在变，以前的分工是男人挣钱养家，女人照顾家庭。现在女人也能挣钱，所以男人相应的也要分担家庭里的家务等各种事情,processed_comments_weibo_4000.csv,2025-03-26 15:19:29+08:00,
家务值124万\/年呢，就凭几千月薪就想享受吗,0.6,harassment,评论使用'家务值'等贬义词，带有贬低他人收入和生活方式的侮辱性言论，具有攻击性。,0.9,False,家务值124万\/年呢，就凭几千月薪就想享受吗[二哈][二哈][二哈][二哈][二哈],processed_comments_weibo_4000.csv,2011-08-17 19:40:53+08:00,
认罪认罚→货拉拉司机→《底线》。 跳江自鲨→胖猫→《禁得起历史的检验》 等待调解→追风小叶→《扩大影响系男方责任》 拿出证据→锜振东→《法院未采纳》 坚持无罪→大同订婚→《男方已羁押690天》,0.8,harassment,评论使用带有贬义色彩的标签（如‘胖猫’、‘追风小叶’）并将其与法律案件联系起来，暗示对相关人员的负面评价，具有潜在的侮辱和攻击性。虽然没有直接的威胁或歧视，但其组合和暗示可能构成网络暴力。,0.9,False,认罪认罚→货拉拉司机→《底线》。 跳江自鲨→胖猫→《禁得起历史的检验》 等待调解→追风小叶→《扩大影响系男方责任》 拿出证据→锜振东→《法院未采纳》 坚持无罪→大同订婚→《男方已羁押690天》,processed_comments_weibo_4000.csv,2025-03-26 15:12:03+08:00,
去责任道德是永远的议题,0.6,harassment,虽然没有直接的侮辱性词语，但'去责任道德是永远的议题'暗示了一种对道德责任的否定，可能带有贬低和攻击性，属于对特定群体或价值观的轻微侮辱和煽动。,0.9,False,去责任道德是永远的议题,processed_comments_weibo_4000.csv,2010-12-18 13:16:18+08:00,
笑发财了，评论区一群牛鬼蛇神～没钱没用还不行～,0.7,harassment,评论使用'牛鬼蛇神'等侮辱性语言，带有贬低和攻击性，构成网络暴力。,0.9,False,笑发财了，评论区一群牛鬼蛇神～没钱没用还不行～,processed_comments_weibo_4000.csv,2025-03-26 14:36:56+08:00,
全职主妇应该被尊重。无论男女,0.6,harassment,虽然没有直接的威胁或攻击性言论，但‘全职主妇应该被尊重’这句话在特定语境下可能被解读为一种不尊重或贬低特定职业群体的言论，带有潜在的排斥和侮辱意味，属于轻微的言语骚扰。,0.9,False,全职主妇应该被尊重。无论男女[打call],processed_comments_weibo_4000.csv,2018-01-17 11:05:59+08:00,
继续搞吧！,0.3,无,评论内容仅为'继续搞吧！'，没有明显的侮辱、威胁、歧视或煽动性言论。,0.9,False,继续搞吧！,processed_comments_weibo_4000.csv,2025-03-26 14:53:14+08:00,
她们身体是自己的，性器官是自己的，子宫是自己的，钱是自己的。又不是我的，我干嘛要养她们？我的也都是我自己的。,0.8,harassment,评论使用带有侮辱性和贬低意味的语言，将女性的身体器官和财产贬低，并带有威胁性暗示，构成网络暴力。,0.9,False,她们身体是自己的，性器官是自己的，子宫是自己的，钱是自己的。又不是我的，我干嘛要养她们？我的也都是我自己的。[挖鼻],processed_comments_weibo_4000.csv,2017-02-19 10:30:37+08:00,
说到最后她们没词儿了肯定会转到生孩子警告的,0.8,harassment,该评论包含对特定人群（可能指女性）的贬低性言论，暗示对其生育意愿进行警告和羞辱，属于侮辱和威胁行为。,0.9,False,说到最后她们没词儿了肯定会转到生孩子警告的,processed_comments_weibo_4000.csv,2025-03-26 15:41:31+08:00,
支持男性也去责任化，不被定义,0.6,煽动,虽然没有直接的侮辱或威胁，但‘支持男性也去责任化’这句话带有明显的性别歧视色彩，可能煽动对特定群体的负面情绪和攻击性言论。,0.9,False,支持男性也去责任化，不被定义[doge],processed_comments_weibo_4000.csv,2023-03-03 21:04:44+08:00,
\/\/@一乃乃A:一说她们都要叫 女人照顾家庭累 照顾孩子累。但真的让她们把累的活给男人，她们出去挣钱的时候是千万不愿意,0.6,harassment,评论表达了对女性的负面评价和暗示，带有贬低和指责意味，虽然没有直接威胁，但具有潜在的侮辱和骚扰性质。,0.9,False,\/\/@一乃乃A:[doge]一说她们都要叫  女人照顾家庭累  照顾孩子累。但真的让她们把累的活给男人，她们出去挣钱的时候是千万不愿意,processed_comments_weibo_4000.csv,2025-03-26 15:18:26+08:00,
挺逗，还她妹夫…她妹还没说话呢,0.8,harassment,使用'她妹'等侮辱性词汇，带有攻击性和贬低意味，构成网络暴力。,0.9,False,挺逗，还她妹夫…她妹还没说话呢,processed_comments_weibo_4000.csv,2019-08-02 00:50:00+08:00,
还好啦，说的是挣钱养家，不是挣钱养老婆啊，这觉悟就算不错了,0.6,harassment,评论使用'觉悟就算不错了'带有贬低和嘲讽意味，带有轻微的侮辱性，暗示对方的价值观不成熟。,0.9,False,还好啦，说的是挣钱养家，不是挣钱养老婆啊，这觉悟就算不错了,processed_comments_weibo_4000.csv,2021-10-28 22:05:01+08:00,
实际花钱大头就是䖡人，养家就等于养老婆,0.8,harassment,该评论使用带有性别歧视色彩的言论，将女性贬低为‘养家’的工具，带有侮辱性和贬低意味，具有攻击性。,0.9,False,实际花钱大头就是䖡人，养家就等于养老婆,processed_comments_weibo_4000.csv,2025-03-26 15:04:17+08:00,
做家务的还好，什么都不干的留着干嘛,0.6,harassment,评论包含对特定人群的贬低和指责，带有侮辱性意味，构成网络暴力。,0.9,False,做家务的还好，什么都不干的留着干嘛,processed_comments_weibo_4000.csv,2025-03-26 17:33:07+08:00,
我来看看怎么个事,0.3,无,评论仅表达了好奇，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,我来看看怎么个事,processed_comments_weibo_4000.csv,2025-03-26 19:24:49+08:00,
厉害，想给你一个眼花缭乱的赞,0.3,无,评论内容虽然带有夸张的表达，但没有明显的侮辱、威胁、歧视或煽动性内容。,0.9,False,厉害，想给你一个眼花缭乱的赞,processed_comments_weibo_4000.csv,2025-03-26 19:12:30+08:00,
这男的废了,0.8,harassment,使用侮辱性语言，表达对他人身体的威胁，属于网络暴力。,0.9,False,这男的废了,processed_comments_weibo_4000.csv,2025-03-26 18:17:54+08:00,
这里好热闹,0.2,无,评论仅表达了对环境的描述，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,这里好热闹,processed_comments_weibo_4000.csv,2025-03-26 18:54:02+08:00,
典型的没苦硬吃 一个人活着没盼头，结婚好啊，盼着对象早点嘎，盼着孩子成人中龙凤，类似想花几块钱的大乐透中几亿的大奖,0.7,harassment,评论使用'嘎'等不雅词汇，带有贬低和侮辱性意味，表达对他人生活方式的否定和轻蔑，构成网络暴力。,0.9,False,典型的没苦硬吃[doge] 一个人活着没盼头，结婚好啊，盼着对象早点嘎，盼着孩子成人中龙凤，类似想花几块钱的大乐透中几亿的大奖[doge],processed_comments_weibo_4000.csv,2025-03-26 21:24:17+08:00,
所以智者不入爱河,0.6,harassment,这句话包含对特定人群（爱人）的侮辱性评价，带有贬低和嘲讽意味，属于网络暴力的一种形式。,0.9,False,所以智者不入爱河[偷笑],processed_comments_weibo_4000.csv,2025-03-26 23:08:08+08:00,
不知道咋说,0.3,无,评论内容仅为'不知道咋说'，表达了困惑或不确定，不包含任何侮辱、威胁、歧视或煽动性言论。,0.95,False,不知道咋说,processed_comments_weibo_4000.csv,2025-03-26 15:26:18+08:00,
趁早离开吧,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'趁早离开吧'带有强烈的否定和排斥意味，可能被解读为一种侮辱和不友好的要求，具有潜在的骚扰性质。,0.9,False,趁早离开吧,processed_comments_weibo_4000.csv,2025-03-26 14:34:38+08:00,
估计应该不会,0.6,harassment,虽然评论内容简单，但'估计应该不会'带有轻微的否定和不友善的暗示，可能被解读为一种不尊重或轻蔑的表达，具有潜在的侮辱性。,0.9,False,估计应该不会,processed_comments_weibo_4000.csv,2025-03-26 14:44:42+08:00,
赶紧离开吧,0.6,harassment,虽然没有直接的侮辱性词汇，但'赶紧离开吧'带有强烈的命令和排斥意味，构成一种威胁和骚扰，暗示对方不被欢迎。,0.9,False,赶紧离开吧,processed_comments_weibo_4000.csv,2025-03-26 14:58:16+08:00,
就是啊 赶紧跑,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'赶紧跑'带有强烈的命令和排斥意味，可能构成一种轻微的侮辱和排挤，带有一定的压力和威胁意味。,0.9,False,就是啊 赶紧跑,processed_comments_weibo_4000.csv,2025-03-26 15:09:07+08:00,
肺要气炸,0.8,harassment,使用'肺要气炸'表达强烈负面情绪，带有侮辱性和攻击性，可能构成网络暴力。,0.9,False,肺要气炸,processed_comments_weibo_4000.csv,2025-03-26 15:06:01+08:00,
真是看不了一点儿,0.6,harassment,虽然没有直接威胁或歧视，但'真是看不了一点儿'带有明显的否定和轻蔑意味，属于侮辱性言论，可能构成网络暴力。,0.9,False,真是看不了一点儿,processed_comments_weibo_4000.csv,2025-03-26 15:09:32+08:00,
是吧,0.3,无,评论仅包含'是吧'，表达了同意，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,是吧,processed_comments_weibo_4000.csv,2025-03-26 14:53:10+08:00,
真是无语,0.3,无,评论仅表达了不满，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,真是无语,processed_comments_weibo_4000.csv,2025-03-26 15:09:12+08:00,
真是好无语啊,0.6,harassment,虽然没有直接的攻击性言论，但'真是好无语啊'表达了强烈的负面情绪，暗示了对某人或某事的不满和不耐烦，可能包含潜在的侮辱或威胁意味，属于网络暴力的一种表现形式。,0.9,False,真是好无语啊,processed_comments_weibo_4000.csv,2025-03-26 15:09:18+08:00,
都是自找的,0.6,harassment,虽然没有直接威胁或歧视，但'都是自找的'这句话带有贬低和指责意味，可能构成网络暴力中的侮辱性言论。,0.9,False,都是自找的,processed_comments_weibo_4000.csv,2025-03-26 14:49:28+08:00,
这句话没错,0.3,无,这句话只是对某句话的否定，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,这句话没错,processed_comments_weibo_4000.csv,2025-03-26 15:09:24+08:00,
自己忍着,0.3,无,评论仅包含'自己忍着'，没有明显的侮辱、威胁、歧视或煽动性内容。虽然表达了一种负面情绪，但未构成网络暴力。,0.9,False,自己忍着,processed_comments_weibo_4000.csv,2025-03-26 14:36:50+08:00,
真难,0.3,无,评论内容“真难”仅表达了一种感受，不包含任何侮辱、威胁、歧视或煽动性言论。,0.9,False,真难[抱一抱],processed_comments_weibo_4000.csv,2025-03-26 14:33:46+08:00,
生气,0.8,harassment,虽然评论内容简单，但'生气'本身可以被解读为一种负面情绪表达，在某些语境下可能被用于侮辱或攻击他人，因此具有潜在的暴力倾向。,0.9,False,生气[哼],processed_comments_weibo_4000.csv,2025-03-26 16:25:17+08:00,
好讨厌这种,0.6,harassment,虽然评论内容简短，但“好讨厌这种”带有明显的负面情绪，可能包含对特定人群或事物的侮辱性表达，具有潜在的骚扰意味。,0.9,False,好讨厌这种,processed_comments_weibo_4000.csv,2025-03-26 14:47:58+08:00,
我们夫妻👫都不会赚钱都不养家，都是我的父母的退休工资在支撑这个家庭我儿子也是我父母在养他,0.6,harassment,虽然没有直接的威胁或侮辱，但评论中包含对家庭成员的指责和负面评价，带有贬低和羞辱的意味，构成一种带有攻击性的言论。,0.9,False,我们夫妻👫都不会赚钱都不养家，都是我的父母的退休工资在支撑这个家庭[笑cry]我儿子也是我父母在养他,processed_comments_weibo_4000.csv,2025-03-26 15:09:03+08:00,
#女子靠4000工资养家盼丈夫共同承担# 不管什么时候对女性的要求总是很高 这是一个家庭 不是一个人的家庭 ​​​,0.6,harassment,评论中包含对女性的负面评价和暗示，带有贬低和指责的意味，属于网络暴力的一种形式。,0.9,False,#女子靠4000工资养家盼丈夫共同承担# 不管什么时候对女性的要求总是很高 这是一个家庭 不是一个人的家庭 ​​​,processed_comments_weibo_4000.csv,2025-03-26 13:03:24+08:00,
能不能自己过,0.7,harassment,这句话带有明显的侮辱性和威胁意味，直接要求对方‘自己过’，具有攻击性和伤害性。,0.9,False,能不能自己过,processed_comments_weibo_4000.csv,2011-02-16 20:06:10+08:00,
所以这样为啥要结婚,0.6,harassment,虽然没有直接的威胁或侮辱，但这句话隐含着对婚姻的否定和轻蔑，可能被解读为一种带有攻击性的言论，带有轻微的贬低和否定意味。,0.9,False,所以这样为啥要结婚,processed_comments_weibo_4000.csv,2025-03-26 16:15:07+08:00,
好离谱，养自己不好吗,0.7,harassment,评论使用带有侮辱性的语言，直接指责对方不自立，具有攻击性和贬损意味。,0.9,False,好离谱，养自己不好吗,processed_comments_weibo_4000.csv,2016-05-08 14:15:37+08:00,
还是自己过吧,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'还是自己过吧'这句话带有否定和不友好的意味，可能被解读为一种轻微的侮辱和排斥，具有潜在的伤害性。,0.9,False,还是自己过吧[黑线],processed_comments_weibo_4000.csv,2016-08-20 12:01:47+08:00,
离谱，不离等着干什么,0.7,harassment,评论使用'干'一词，带有挑衅和威胁意味，暗示对方会采取行动，属于侮辱和威胁行为。,0.9,False,离谱，不离等着干什么,processed_comments_weibo_4000.csv,2023-06-21 22:33:17+08:00,
还是单着吧,0.8,harassment,评论使用'单着吧'，带有明显的贬义和嘲讽意味，构成网络暴力。,0.9,False,还是单着吧,processed_comments_weibo_4000.csv,2022-04-06 20:19:06+08:00,
所以结婚到底是为了什么,0.6,harassment,"虽然评论本身没有直接的侮辱或威胁，但其提出的问题 (""所以结婚到底是为了什么"") 带有潜在的贬低和质疑婚姻的意味，可能被解读为对已婚人士的轻蔑和恶意攻击，属于网络暴力的一种形式。",0.9,False,所以结婚到底是为了什么[苦涩][苦涩],processed_comments_weibo_4000.csv,2025-03-26 13:40:28+08:00,
很离谱，直接be了更好,0.6,harassment,虽然没有直接威胁或歧视，但'直接be了'带有贬义和嘲讽意味，可能构成网络暴力中的侮辱性言论。,0.9,False,很离谱，直接be了更好,processed_comments_weibo_4000.csv,2016-09-10 10:17:40+08:00,
离谱了,0.6,harassment,虽然仅为'离谱了'，但其表达方式可能包含对特定事件或人物的轻微侮辱或不屑，具有潜在的攻击性。,0.9,False,离谱了[淡淡的][淡淡的],processed_comments_weibo_4000.csv,2025-03-26 13:29:45+08:00,
唉别瞎指望了,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'唉别瞎指望了'带有否定和贬低意味，可能被解读为一种轻微的侮辱和否定，带有一定的伤害性。,0.9,False,唉别瞎指望了,processed_comments_weibo_4000.csv,2017-12-20 09:41:24+08:00,
留着干嘛呢,0.6,harassment,虽然是简单的评论，但'留着'带有明显的贬义，构成一种轻微的侮辱和骚扰。,0.9,False,[摊手]留着干嘛呢,processed_comments_weibo_4000.csv,2025-03-26 13:21:14+08:00,
必须共同承担,0.3,无,评论仅包含'必须共同承担'，没有明显的侮辱、威胁、歧视或煽动性内容。虽然表达方式可能带有一定的压力感，但未构成网络暴力。,0.9,False,必须共同承担,processed_comments_weibo_4000.csv,2025-03-26 13:18:33+08:00,
公司的同事，她的丈夫也是不工作，她上班挣钱养家养娃娃，一月三千五，丈夫的工作就是打游戏，，，去工地打工吃不了苦，又被拖欠工资，她吼不住他，真的是很无语，这样的丈夫，不要也罢。,0.7,harassment,虽然没有直接威胁，但评论中对同事丈夫的描述带有明显的贬低和侮辱，表达了对他的不满和鄙视，属于网络暴力的一种形式。,0.9,False,公司的同事，她的丈夫也是不工作，她上班挣钱养家养娃娃，一月三千五，丈夫的工作就是打游戏，，，去工地打工吃不了苦，又被拖欠工资，她吼不住他，真的是很无语，这样的丈夫，不要也罢。,processed_comments_weibo_4000.csv,2025-03-26 14:43:56+08:00,
抓紧时间离婚,0.6,harassment,虽然没有直接的侮辱或威胁，但‘抓紧时间离婚’带有强烈的压力和迫使意味，可能构成一种精神上的骚扰和压力，具有一定的威胁性。,0.9,False,抓紧时间离婚,processed_comments_weibo_4000.csv,2025-03-26 14:58:20+08:00,
回复@西溪云朵:有责任心才叫男子汉,0.6,harassment,该评论使用'男子汉'作为贬义词，带有侮辱性，并针对特定用户(@西溪云朵)进行评价，构成网络暴力。,0.9,False,回复@西溪云朵:有责任心才叫男子汉,processed_comments_weibo_4000.csv,2025-03-26 16:20:09+08:00,
回复@西溪云朵 的表态:谢谢点赞,0.1,无,评论仅包含感谢回复的语句，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,回复@西溪云朵 的表态:谢谢点赞,processed_comments_weibo_4000.csv,2025-03-26 14:58:35+08:00,
客气了。,0.3,无,评论仅包含'客气了'，表达礼貌，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,客气了。,processed_comments_weibo_4000.csv,2025-03-26 15:05:51+08:00,
回复@福一明 的表态:谢谢点赞，多互动,0.1,无,评论仅包含礼貌回复，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,回复@福一明 的表态:谢谢点赞，多互动,processed_comments_weibo_4000.csv,2025-03-26 16:20:27+08:00,
这个剧情走向，感觉像是现实版的“我养你啊”，结果变成了“你养我吧”希望他们能找到平衡点，一起加油鸭！,0.3,无,评论中使用了“现实版的‘我养你啊’”这样的比喻，虽然带有一定的负面情绪，但没有直接的侮辱、威胁、歧视或煽动性言论。表达的是对剧情走向的批评，属于正常的观后感。,0.9,False,这个剧情走向，感觉像是现实版的“我养你啊”，结果变成了“你养我吧”[允悲]希望他们能找到平衡点，一起加油鸭！,processed_comments_weibo_4000.csv,2025-03-26 20:28:02+08:00,
就是说啊，何必呢,0.6,harassment,虽然评论内容简单，但‘何必呢’可能带有轻微的贬低或嘲讽意味，属于网络暴力的一种形式，带有潜在的侮辱性暗示。,0.9,False,就是说啊，何必呢[思考],processed_comments_weibo_4000.csv,2025-03-26 13:45:09+08:00,
真的假的,0.6,harassment,虽然评论内容简单，但其含义可能包含对他人进行侮辱性评价或质疑，具有潜在的攻击性。,0.9,False,真的假的[委屈][委屈],processed_comments_weibo_4000.csv,2025-03-26 13:44:06+08:00,
不知道,0.3,harassment,该评论仅包含'不知道'，表达了不确定或不感兴趣，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,不知道[思考],processed_comments_weibo_4000.csv,2025-03-26 13:44:31+08:00,
没逼差评,0.8,harassment,评论使用'没逼差评'，带有明显的贬低和侮辱性指责，带有攻击性，属于网络暴力。,0.9,False,没逼差评[doge],processed_comments_weibo_4000.csv,2025-03-26 16:27:19+08:00,
如果男人负责生孩子带孩子，他不工作都行，我来养。但老天爷没给男人这个功能啊，那就只能工作了。,0.6,harassment,该评论包含对男性的贬低和侮辱性言论，带有性别歧视色彩，暗示男性不应该承担育儿责任，具有攻击性和贬低意味。,0.9,False,如果男人负责生孩子带孩子，他不工作都行，我来养。但老天爷没给男人这个功能啊，那就只能工作了。,processed_comments_weibo_4000.csv,2025-03-26 12:53:59+08:00,
咋的彩礼白给的，想两头都占啊？,0.8,harassment,评论使用'咋的'等不礼貌的语言，带有贬低和侮辱的意味，表达了对彩礼的恶意攻击。,0.9,False,咋的彩礼白给的，想两头都占啊？,processed_comments_weibo_4000.csv,2025-03-26 13:00:14+08:00,
会说男人挣钱少,0.8,harassment,该评论使用‘会说男人挣钱少’这句话，带有性别歧视色彩，具有侮辱性和贬低意味，属于网络暴力的一种形式。,0.9,False,会说男人挣钱少[doge],processed_comments_weibo_4000.csv,2025-03-26 13:02:02+08:00,
男的会说都是我养的你,0.8,harassment,"该评论使用带有贬义的语言 (""养的你"")，带有攻击性和侮辱性，构成网络暴力。",0.9,False,男的会说都是我养的你,processed_comments_weibo_4000.csv,2025-03-26 13:37:59+08:00,
会被说男人欠女人的家务劳动补偿,0.8,harassment,该评论使用'会被说男人'等带有贬义色彩的语言，暗示男性需要为女性承担家务，带有明显的侮辱和贬低意味，构成网络暴力。,0.9,False,会被说男人欠女人的家务劳动补偿[笑cry],processed_comments_weibo_4000.csv,2025-03-26 12:57:19+08:00,
要有人给你评论点赞,0.6,harassment,虽然没有直接的侮辱或威胁，但这句话隐含着一种负面评价和要求，可能构成网络暴力的一种形式，带有贬低和施压的意味。,0.9,False,要有人给你评论点赞[思考],processed_comments_weibo_4000.csv,2025-03-26 13:24:05+08:00,
4K工资不算很高吧，算上生活消费零钱也没有多少了,0.6,harassment,虽然没有直接的威胁或攻击性言论，但评论表达了对他人收入的贬低，带有轻微的侮辱性意味，可能导致受害者感到不适或被孤立。,0.9,False,4K工资不算很高吧，算上生活消费零钱也没有多少了[二哈],processed_comments_weibo_4000.csv,2025-03-26 13:30:09+08:00,
4000基本上可以买一个iQOO的旗舰手机了,0.3,无,评论仅表达了对手机价格的看法，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,4000基本上可以买一个iQOO的旗舰手机了[doge],processed_comments_weibo_4000.csv,2025-03-26 13:31:30+08:00,
查询指路：http://t.cn/A6jOx8Vg,0.6,harassment,虽然链接本身无害，但评论内容仅提供链接，可能被用于传播恶意信息或进行网络攻击，因此具有潜在的威胁性。,0.9,False,查询指路：http://t.cn/A6jOx8Vg,processed_comments_weibo_4000.csv,2025-03-26 15:16:20+08:00,
哈哈 说的对,0.1,无,评论仅包含简单的赞同，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,哈哈 说的对,processed_comments_weibo_4000.csv,2025-03-26 13:12:36+08:00,
也太无语了吗妈呀,0.6,harassment,虽然没有直接的威胁或攻击性词语，但'也太无语了吗妈呀' 带有强烈的负面情绪表达，可能被解读为一种不友好的、带有攻击性的言论，属于网络暴力的一种形式。,0.9,False,也太无语了吗妈呀,processed_comments_weibo_4000.csv,2025-03-26 13:26:20+08:00,
也是牛皮,0.6,harassment,虽然没有直接威胁或歧视，但'也是牛皮'带有贬义，可能构成网络暴力中的侮辱性言论。,0.9,False,也是牛皮,processed_comments_weibo_4000.csv,2025-03-26 13:22:47+08:00,
废了,0.8,harassment,使用'废了'一词，带有明显的威胁和侮辱意味，构成网络暴力。,0.9,False,废了,processed_comments_weibo_4000.csv,2025-03-26 14:58:53+08:00,
丈夫应充分利用自身条件找合适工作，不能一味依赖妻子。,0.6,harassment,虽然没有直接的侮辱或威胁，但评论隐含了对丈夫的指责和贬低，带有一定的施压和否定意味，属于轻微的言语暴力。,0.9,False,丈夫应充分利用自身条件找合适工作，不能一味依赖妻子。,processed_comments_weibo_4000.csv,2025-03-26 13:11:45+08:00,
妻子勤奋，丈夫也应自食其力。,0.6,harassment,虽然语句表面上是劝诫，但‘自食其力’在特定语境下可能被解读为对妻子的一种轻蔑和贬低，带有侮辱性意味。,0.9,False,妻子勤奋，丈夫也应自食其力。,processed_comments_weibo_4000.csv,2025-03-26 13:11:12+08:00,
哈哈,0.1,无,评论仅包含'哈哈'，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,哈哈,processed_comments_weibo_4000.csv,2025-03-26 14:59:09+08:00,
配件收入，还请不得了，点击靠谱路径，携手共建家业。,0.8,harassment,评论使用'还请不得了'等带有贬义和命令意味的词语，带有明显的侮辱和威胁性质，暗示对他人不尊重和控制。,0.9,False,配件收入，还请不得了，点击靠谱路径，携手共建家业。,processed_comments_weibo_4000.csv,2025-03-26 13:11:00+08:00,
也是厉害,0.6,harassment,虽然评论内容简单，但'也是厉害'在特定语境下可能被解读为一种轻微的贬低或嘲讽，具有潜在的侮辱性，因此被判定为轻微的骚扰。,0.9,False,也是厉害,processed_comments_weibo_4000.csv,2025-03-26 13:11:00+08:00,
没好处,0.6,harassment,虽然没有直接威胁或歧视，但'没好处'带有贬义和侮辱性，可能构成网络暴力中的贬低言论。,0.9,False,没好处,processed_comments_weibo_4000.csv,2025-03-26 14:26:01+08:00,
45,0.8,harassment,评论 '45' 具有侮辱性，可能带有攻击性，属于网络暴力。,0.9,False,45[開學季],processed_comments_weibo_4000.csv,2025-03-26 14:27:10+08:00,
回复@微量土豆丝炒姜丝:很棒,0.1,无,评论仅包含积极回应，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,回复@微量土豆丝炒姜丝:很棒[赞],processed_comments_weibo_4000.csv,2025-03-26 14:27:42+08:00,
这评论，我看着都觉得丢宁夏人脸了.....,0.8,harassment,评论使用'丢宁夏人脸'这种带有侮辱性和贬义的表达，针对特定群体进行攻击性言论，属于网络暴力。,0.9,False,这评论，我看着都觉得丢宁夏人脸了.....,processed_comments_weibo_4000.csv,2025-03-26 15:11:03+08:00,
女生要是买车买房，手里有一大把彩礼，那要男的干什么，白养吗 实在不行你去找给你车给你房的，还能不问你要彩礼的，还能给你生儿育女，天天做家务的,0.8,harassment,评论包含对女性的侮辱性言论，暗示女性的价值在于为男性服务，并带有威胁性，认为女性有权要求男性提供物质支持，带有强烈的控制和支配意味。,0.9,False,女生要是买车买房，手里有一大把彩礼，那要男的干什么，白养吗 实在不行你去找给你车给你房的，还能不问你要彩礼的，还能给你生儿育女，天天做家务的,processed_comments_weibo_4000.csv,2025-03-26 15:13:41+08:00,
大部分宁夏男又想娶又想白嫖还想什么都不干，完全被老一辈思想带坏了，关键是他们还觉得这没有问题,0.7,harassment,该评论使用'又想娶又想白嫖'等带有贬义和侮辱性的语言，对特定群体（宁夏男性）进行概括性指责和负面评价，带有明显的攻击性。,0.9,False,大部分宁夏男又想娶又想白嫖还想什么都不干，完全被老一辈思想带坏了，关键是他们还觉得这没有问题,processed_comments_weibo_4000.csv,2025-03-26 15:06:30+08:00,
我会让他看到我文武双全～,0.6,harassment,评论使用'让他看到我文武双全'这句话，带有挑衅和威胁意味，暗示对对方的负面评价和潜在的报复行为，属于侮辱和潜在的威胁。,0.9,False,我会让他看到我文武双全～,processed_comments_weibo_4000.csv,2025-03-26 15:05:22+08:00,
哈哈哈哈没毛病，要是遇到那样的人 心得累死,0.6,harassment,虽然没有直接的侮辱，但使用'没毛病'和'心得累死'带有贬低和负面评价，暗示对特定人群的负面情绪，属于网络暴力的一种形式。,0.9,False,[笑cry]哈哈哈哈没毛病，要是遇到那样的人  心得累死[二哈],processed_comments_weibo_4000.csv,2025-03-26 15:18:52+08:00,
付出了钱就真把自己当天王老子了,0.8,harassment,评论使用'王老子'等词语，带有明显的侮辱性和贬低意味，构成网络暴力。,0.9,False,付出了钱就真把自己当天王老子了[费解],processed_comments_weibo_4000.csv,2025-03-26 15:15:59+08:00,
